FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
2389,Centre Street,5726300,5,2,0,2010,BLSL,132.850213494,179.423410902085
2390,Huntington Avenue,6235600,3,2,1,2013,SLM,74.3516593894,100.572837199443
2391,Longwood Avenue,4551300,5,2,0,2015,BLSL,79.0982605743,107.00057085078
2392,River Street,5730100,5,2,0,2013,SLM,54.9752417609,74.281095787387
2393,Blue Hill Avenue,6233300,2,2,1,2010,SLM,116.160523889,157.318216486162
2394,Blue Hill Avenue,6257500,2,2,1,2010,BL,13.5926974545,18.4102875612465
2395,Blue Hill Avenue,5158400,2,2,1,2010,BL,147.030230081,199.150317370865
2396,American Legion Highway,5707600,5,2,1,2020,SBL,173.850878336,235.298752017761
2397,Ruggles Street,4572100,5,2,0,2010,SLM,73.4775260419,99.3320863926869
2398,Centre Street,4638000,5,2,0,2010,BLSL,71.0217053019,95.9236106830043
2399,Centre Street,5147500,5,2,0,2010,BLSL,61.6075744676,83.2044954505288
2400,Huntington Avenue,6241600,3,2,1,2013,SLM,103.210853212,139.522030880214
2401,Bay State Road,5653800,6,2,0,2019,CFBL,172.466456002,233.025893573554
2402,Beacon Street,5742800,3,2,1,2020,SBL,419.658876788,567.216296040733
2403,River Street,5045800,5,2,0,2013,SLM,74.8142238558,101.144254628574
2404,River Street,5839900,5,2,0,2013,SLM,75.5084908066,102.079381418712
2405,River Street,5868900,5,2,0,2013,SLM,18.8270740173,25.4340074556438
2406,Jewish War Veterans Drive,4756300,5,2,0,2009,BL,125.301977606,169.255428541763
2407,Seaver Street,5149000,3,2,1,2016,BFBL,34.4866213986,46.6475641332708
2408,Walnut Avenue,4696800,6,2,0,2011,SLM,49.7244458245,67.3414375781931
2409,Walnut Avenue,5206200,6,2,0,2011,SLM,73.2265262164,99.2225840031642
2410,Marcella Street,5716000,6,2,0,2011,SLM,80.1875134732,108.44339560013
2411,Valentine Street,4645000,0,2,0,2011,SLM,79.9675340761,108.193005717666
2412,Commonwealth Avenue,5126900,3,2,1,2009,BL,60.1742856606,81.3066406723893
2413,Commonwealth Avenue,6224800,3,2,1,2009,BL,73.5128639279,99.3269374195156
2414,Commonwealth Avenue,5127000,3,2,1,2009,BL,31.0242776279,41.9177872576889
2415,Commonwealth Avenue,5145700,3,2,1,2009,BL,164.350446657,222.04828571886
2416,South Street,4771800,5,2,0, ,SLM,28.7778988706,38.9942539915113
2417,Cummins Highway,5733800,3,2,0,2020,SBL,56.9740222445,76.9826701366064
2418,Park Drive,4520100,2,3,0,2018,SLM,102.461714444,138.871316734442
2419,Essex Street,5589300,2,2,0,2018,BL,21.8599467393,29.6419737522381
2420,Forest Hills Entrance Drive,5311200,5,2,1, ,BL,32.5098553694,43.9034220238212
2421,Washington Street,4746300,3,2,0,2016,SLM,57.9141565161,78.3792844994825
2422,Cummins Highway,5730300,3,2,1, ,SLM,210.951490083,285.169375105849
2423,Franklin Park Service Road,5921400,0,2,0, ,SUP,111.040396102,150.34634008935
2424,Washington Street,4729000,3,2,0,2016,SLM,79.8478138144,108.073969215251
2425,Fenway Connector To Park Drive,4546100,3,3,1,2019,BL,19.48435702,26.4100672908496
2426,Brookline Avenue,4522000,3,2,0,2019,BLSL,83.4544462523,113.008549339221
2427,Overland Street,4517900,0,2,0, ,SLM,128.701221658,174.107500333863
2428,Brookline Avenue,5626600,3,2,0,2019,BLSL,151.311148898,204.902834805716
2429,Cummins Highway,6282100,3,2,1, ,SLM,75.2738119205,101.759939519273
2430,Washington Street,4674400,3,2,0,2016,SLM,40.6597976412,55.040429024824
2431,Norfolk Street,5723400,5,2,0,2017,BL,126.131815741,170.518619309455
2432,Blue Hill Avenue,5124300,2,2,1,2010,BL,86.1690843233,116.700748879017
2433,Blue Hill Avenue,4910300,3,2,1,2010,BL,58.6404887758,79.4211776088101
2434,Blue Hill Avenue,6218900,3,2,1,2010,BL,70.9469088429,96.0927179520549
2435,Blue Hill Avenue,6219500,3,2,1,2010,BL,89.6950696811,121.493519889307
2436,Blue Hill Avenue,6211900,3,2,1,2012,SLM,192.679998952,261.025197846948
2437,Blue Hill Avenue,5167400,3,2,1,2012,SLM,121.123687316,164.084595538281
2438,Jewish War Veterans Drive,5190400,5,2,0,2009,BL,101.424607714,136.966244917785
2439,Seaver Street,6228500,3,2,1,2016,BL,162.585600933,219.797095550467
2440,Martin Luther King Boulevard,6239800,5,2,1,2011,BL,338.029769578,456.964668347521
2441,Martin Luther King Boulevard,5221100,5,2,1,2011,BL,345.909357342,467.630053596754
2442,Forsyth Street,5729200,0,2,0,2012,BL,55.1305036472,74.7151159844699
2443,Huntington Avenue,6261800,3,2,1,2012,SLM,36.8515078993,49.8324030257573
2444,Forsyth Street,4549600,0,2,0,2012,BL,78.8609667109,106.878334836596
2445,Columbus Avenue,5194400,3,2,0,2018,SBL,53.3667207939,72.2016184014838
2446,Massachusetts Avenue,4534600,3,2,0,2016,BL,83.6392015977,113.180185821428
2447,Commonwealth Avenue,6270101,3,1,1,2010,BL,16.0198236196,21.644024520679
2448,Commonwealth Avenue,5145800,3,2,1,2010,BL,79.167623797,106.960445061903
2449,Beacon Street,4495900,3,2,0,2016,SBL,188.324191911,254.551817632179
2450,Washington Street,6245400,3,2,1,2008,SLM,8.45134283977,11.4473874584321
2451,Washington Street,5271900,3,2,1,2008,SLM,9.19820772927,12.4629836032565
2452,Columbus Avenue,5669000,3,2,0,2009,BL,46.3693758903,62.7722533475287
2453,Commonwealth Avenue,6220200,3,2,1,2010,BL,63.2311068237,85.4696251125147
2454,Hereford Street,5269800,5,2,0,2013,BL,50.8359862882,68.9036292977416
2455,Norfolk Street,5217300,5,2,0,2017,BL,49.6853137231,67.1052072534143
2456,Norfolk Street,4916900,5,2,0,2017,BL,58.6297986123,79.3328671362419
2457,Commonwealth Avenue,6208800,3,2,1,2010,BL,188.110501553,254.272305832206
2458,Cambridge Street,45701300,3,2,0,2011,BL,6.05399833775,8.18463602236617
2459,Blue Hill Avenue,5139000,3,2,1,2012,SLM,66.3902090715,89.9417107371909
2460,Blue Hill Avenue,4762400,3,2,1,2010,BL,198.668296054,269.17874864945
2461,Old Road,5384100,0,2,0,2009,BL,22.6672186748,30.6573052708793
2462,Columbia Road,6255100,5,2,1,2010,SLM,27.5383955551,37.1795645296767
2463,Columbia Road,5402200,5,2,1,2010,BL,59.8555854707,80.8144868979288
2464,Columbia Road,6246500,5,2,1,2010,BL,67.6589443026,91.4919244470856
2465,Columbia Road,5776500,5,2,1,2010,BL,81.8115968772,110.626946161857
2466,Columbia Road,6246600,5,2,1,2010,BL,197.204672256,266.434687326144
2467,Blue Hill Avenue,5223400,5,2,1,2012,SLM,69.2516302836,93.8117490112274
2468,Warren Street,4695700,5,2,0,2010,SLM,62.1955746292,84.2773489196526
2469,Warren Street,6263600,5,2,1,2011,SLM,31.4441553305,42.6142355216161
2470,Warren Street,5601800,5,2,1,2011,SLM,144.491302874,195.729405946207
2471,Warren Street,6286500,5,2,1,2011,BL,27.2374541813,36.9189061164343
2472,Washington Street,4609500,3,2,0,2011,SLM,54.878301485,74.2980324296007
2473,Harrison Avenue,5601000,5,2,0,2011,BLSL,73.5061292873,99.5946104428327
2474,Washington Street,5394100,3,2,0,2011,SLM,34.5540555736,46.7713624041538
2475,Massachusetts Avenue,5843800,3,2,0,2016,BL,20.9746896293,28.3795644982356
2476,Belvidere Street,4517700,5,2,0,2013,BL,19.4844724555,26.3307084914561
2477,Belvidere Street,5661800,5,2,0,2013,BL,51.3600470411,69.3934043748957
2478,Dartmouth Street,5238500,5,2,0,2011,BL,95.509248047,129.447607231763
2479,Dorchester Avenue,4700800,3,2,0,2011,BL,52.837864965,71.6043624822287
2480,Norfolk Street,5752600,5,2,0,2017,BL,48.3074514628,65.3676183287598
2481,New England Avenue,4849100,0,2,0,2018,SLMTC,74.8800637969,101.433841424137
2482,Talbot Avenue,5817600,5,2,0,2010,SLM,135.470197985,182.958456100384
2483,Talbot Avenue,5759600,5,2,0,2010,SLM,57.0839393719,77.0901324837958
2484,Norfolk Street,4861500,5,2,0,2017,BL,73.2288522545,98.8729344877649
2485,Columbia Road,5217800,5,2,1,2010,BL,179.642695628,242.866789818725
2486,Columbia Road,6239300,5,2,1,2010,BL,71.707355206,96.9779341761437
2487,Washington Street,4571500,3,2,0,2011,SLM,72.021192558,97.4687608099634
2488,Washington Street,5132800,3,2,0,2011,SLM,81.1028854194,109.737593695322
2489,Washington Street,5715300,3,2,0,2011,SLM,41.9923560967,56.8187002115615
2490,Monsignor Reynolds Way,5671400,5,2,0,2011,SLM,36.8194949538,49.7673775994417
2491,Albany Street,4555300,5,2,0,2012,BL,109.262663215,147.850429369735
2492,Dartmouth Street,4534500,5,2,0,2011,SLM,85.7830799099,116.26572383072
2493,Dartmouth Street,5269100,5,2,0,2011,BL,44.8287617503,60.7658071372753
2494,Commonwealth Avenue,6208700,3,2,1,2010,BL,189.521512133,256.180006998554
2495,Commonwealth Avenue,4478500,3,2,1,2010,BL,206.518129826,279.151546232027
2496,Longfellow Bridge,6273800,2,1,1,2018,SBL,348.924012604,471.533944213984
2497,Dorchester Avenue,5002300,3,2,0,2010,SLM,76.9123638687,104.15935231281
2498,Adams Street,5014700,5,2,0,2017,BL,136.384218925,184.058760924932
2499,Dorchester Avenue,4992000,3,2,0,2010,SLM,145.83123591,197.495324900904
2500,Talbot Avenue,4872700,5,2,0,2010,BL,205.798839858,278.331040084251
2501,Geneva Avenue,4766300,5,2,0,2016,SLM,72.7523566236,98.3640603100101
2502,Washington Street,5672000,3,2,0,2011,SLM,126.196840148,170.911738238547
2503,Washington Street,4623000,3,2,0,2016,SLM,114.109838524,154.627851505327
2504,Gallivan Boulevard,5201100,2,1,1,2020,BL,44.7262970774,60.3727282300038
2505,Morton Street,6281100,2,1,1,2020,BL,48.2476217077,65.2273643104577
2506,Ferndale Street,4868600,0,2,0,2018,SLMTC,161.911766966,219.282067637205
2507,Norwell Street,4808700,0,2,0,2020,SLMTC,153.552264898,208.033939667287
2508,Washington Street,4903000,5,2,0, ,SLM,102.659919813,139.071412863715
2509,Washington Street,4919700,5,2,0, ,SLM,67.0679392326,90.8524472658131
2510,Washington Street,4924200,5,2,0, ,SLM,39.8654203615,53.9992236403877
2511,Washington Street,4938500,5,2,0, ,SLM,60.3724415838,81.7778433200694
2512,Albany Street,5672100,5,2,0,2012,BLSL,63.5995741013,86.065129546142
2513,Kneeland Street,5233400,3,2,0,2017,SBLBL,39.0838700692,52.8252433444292
2514,Boylston Street,5861800,3,2,0,2020,SBL,23.7222854803,32.0520938936618
2515,Essex Street,5650200,5,2,0,2012,SLM,45.8992340634,62.0181094106379
2516,Main Street,4411100,5,2,0,2011,BL,37.034491225,50.1745537786767
2517,Main Street,5760100,5,2,0,2011,BL,18.7259947584,25.3611525097534
2518,Main Street,5173400,5,2,0,2014,BFBL,31.8716561065,43.1589875367351
2519,Main Street,5173300,5,2,0,2011,BL,84.4317693067,114.538233299175
2520,Main Street,5173200,5,2,0,2011,BL,169.501806816,229.831412301222
2521,Dorchester Avenue,5194800,3,2,0,2010,SLM,126.644649729,171.515603639363
2522,Dorchester Avenue,5743500,3,2,0,2010,SLM,53.1952211849,72.053693855795
2523,Dorchester Avenue,5192600,3,2,0,2010,SLM,86.8646690968,117.658629782048
2524,Dorchester Avenue,5192801,3,2,0,2011,SLM,11.6648931335,15.8010641061795
2525,Dorchester Avenue,5192900,3,2,0,2011,SLM,49.4378861509,66.9646737032409
2526,Columbia Road,6242500,5,2,1,2010,BL,72.3893373672,98.0418485487559
2527,Essex Street,5293500,5,2,0,2012,SLM,23.5188734671,31.7788693546963
2528,Summer Street,4464900,0,2,0,0,PED,80.8235175836,109.402288332871
2529,William Day Boulevard,4608100,3,3,0,2018,BL,356.193097403,481.109400092133
2530,Winter Street,5419300,0,2,0,0,PED,10.5752410188,14.3045538020393
2531,Main Street,5792300,5,2,0,2012,BL,48.717194617,66.0131770544462
2532,Warren Street,5830300,5,2,0,2012,BL,68.4705109243,92.7030347279907
2533,Adams Street,46216000,0,2,0,2017,BL,58.6062899409,79.2886541467011
2534,Ashmont Street,4880200,5,2,0,2013,SLM,70.6262111005,95.3630796079511
2535,Adams Street,5687400,5,2,0,2013,SLM,50.1464718487,67.911617230653
2536,Dorchester Avenue,5441700,3,2,0,2011,SLM,88.4125230487,119.782445413146
2537,Dorchester Avenue,4754400,3,2,0,2011,SLM,92.250703427,124.997334900819
2538,Freeport Street,5605900,3,2,0,2013,BL,115.132121279,155.814322934728
2539,Dorchester Avenue,4723800,3,2,0,2011,BL,97.8273744943,132.566526004507
2540,Dorchester Avenue,5710200,3,2,0,2011,BL,85.1006434777,115.343735691356
2541,Dorchester Avenue,5628200,3,2,0,2011,BL,100.374506568,136.063392358285
2542,Constitution Road,5569600,0,2,0,2018,SBL,135.484216297,183.332690904939
2543,Dorchester Avenue,4629900,3,2,0,2011,SLM,79.5787437527,107.870288925494
2544,Dorchester Avenue,5267300,3,2,0,2011,BL,16.8789825408,22.8829654656851
2545,Dorchester Avenue,4545400,3,2,1,2011,BL,112.183635365,152.099296905254
2546,A Street,5398800,5,2,0,2013,BL,48.9784893253,66.2977064772963
2547,A Street,4542400,5,2,0,2013,BL,49.9955934522,67.6907315459401
2548,A Street,4538200,5,2,0,2013,BL,59.5162716083,80.5533112560217
2549,Essex Street,5787700,5,2,0,2012,SLM,63.4970744128,85.8010183430222
2550,Devonshire Street,5524200,5,2,0,2012,SLM,36.3980501444,49.2913111251439
2551,Franklin Street,4462200,5,2,0,2011,SLM,64.588321863,87.275043403485
2552,Purchase Street,5652100,3,2,0,2011,BL,37.4449866062,50.6661720643704
2553,Atlantic Avenue,4478900,3,2,0,2011,BL,187.360018582,253.508881018571
2554,Washington Street,5646900,5,2,0,0,PED,55.4817692543,75.1426122689012
2555,Devonshire Street,5493401,5,2,0,2012,SLM,46.9069370083,63.6157751023908
2556,Kilby Street,5805500,0,2,0,2011,BL,22.6959935346,30.768385399511
2557,Pearl Street,4459400,3,2,0,2012,BL,118.452176505,160.423136673091
2558,Franklin Street,5647700,5,2,0,2011,BL,46.6682769837,63.1286548960443
2559,North Washington Street,45225100,3,2,0,2014,SLM,44.1891246884,59.9360117281184
2560,Cross Street,45224000,3,2,0,2014,SLM,74.1710597094,100.50070589331
2561,North Washington Street,45225900,3,2,0,2014,BL,16.057388536,21.7429002048719
2562,Salem Street,4434600,0,2,0,2013,SLM,27.3742315341,37.128468953855
2563,Ashmont Street,4860000,5,2,0,2013,SLM,50.5260965105,68.2257352353575
2564,Neponset Avenue,4819600,5,2,0,2012,BLSL,68.1393369814,92.219073095074
2565,Neponset Avenue,4843400,5,2,0,2012,BLSL,113.838098363,154.080638161741
2566,Neponset Avenue,4862200,5,2,0,2012,BL,65.4604601874,88.6029969514463
2567,Freeport Street,5331600,3,2,0,2013,SLM,233.475122582,316.264961191107
2568,Old Colony Avenue,5203300,3,3,1,2016,BFBL,106.034924944,143.732265804286
2569,Columbia Road,5737000,3,1,1,2016,BFBL,273.300058771,370.468238504278
2570,Arlington Street,5272600,3,2,0,2020,SBL,50.6576484492,68.6581327753966
2571,Charles River Dam,5621100,2,3,1,2019,SBL,226.039824434,305.857125337816
2572,Washington Street,5172000,3,2,0, ,SLM,65.8385015659,89.2673086224386
2573,Tremont Street,5227800,3,2,0,2020,SBL,21.4056341916,28.9890539544406
2574,Cambridge Street,46179900,3,2,1, ,BL,213.962692544,289.861562163534
2575,Lomasney Way,5484100,3,2,1,2017,BL,106.265118316,143.914865164887
2576,Dorchester Avenue,4527900,0,2,0,2020,SBL,77.2201931982,104.705906798661
2577,Broadway,6243100,3,2,1,2021,SBL,82.8452462992,112.155938383477
2578,Beach Street,4493400,0,2,0, ,SLM,75.5189856363,102.076218408828
2579,Atlantic Avenue,45234100,3,2,0,2011,BL,143.596402832,194.2531699713
2580,Atlantic Avenue,5652600,3,2,0,2011,BL,50.5091227843,68.4864669504843
2581,Seaport Boulevard,5320100,3,2,1,2012,BFBL,303.938264115,411.178860475615
2582,High Street,5326100,3,2,0,2011,BL,48.5910403789,65.8297976102635
2583,John F. Fitzgerald Surface Road,45231800,3,2,0,2011,BL,54.0694393858,73.3210415206621
2584,Atlantic Avenue,5284600,5,2,0,2017,SBL,131.36722775,178.177530581877
2585,Neponset Avenue,4888500,5,2,0,2012,BL,29.6819973456,40.099378784067
2586,Chelsea Street,5281900,5,2,0,2010,BL,52.4097622051,70.9850299412143
2587,Meridian Street,4414200,3,2,0,2013,BLSL,86.1513933301,116.878139112991
2588,Stuart Street,0,0, ,1,2020,SBL,92.6781326013,125.219797551838
2589,Stuart Street,0,0, ,1,2020,BL,93.2110442346,125.940033497212
2590,Stuart Street,0,0, ,1,2020,SBL,42.2729610445,57.1180915255899
2591,Stuart Street,0,0, ,1,2020,SBL,42.2776318782,57.124311231561
2592,Mount Vernon Street,4664400,6,2,0,2013,BFBL,72.3024843636,97.6971446847697
2593,Seaport Boulevard,45264200,3,2,0,2012,BL,61.571679012,83.2867348089927
2594,Seaport Boulevard,5653000,3,2,0,2012,BL,52.2410972832,70.6697350231682
2595,Drydock Avenue,5278700,0,2,0,2013,BL,182.749289454,246.889989284927
2596,Northern Avenue,45263900,5,5,0,2017,SLM,71.1770219106,96.2461389889133
2597,Maverick Street,5621700,5,2,0,2015,BL,24.5827318632,33.2531339034043
2598,Maverick Street,4429500,5,2,0,2015,BL,80.8559545343,109.384125501752
2599,Meridian Street,5228700,5,2,0,2013,BLSL,45.1468095948,61.2419447397528
2600,Maverick Street,4428200,5,2,0,2015,BL,63.9848361316,86.5626328693268
2601,Chelsea Street,5281600,5,2,0,2010,BL,38.2769635034,51.8396327389491
2602,Maverick Street,4432800,5,2,0,2015,BL,131.223244005,177.50618811704
2603,Chelsea Street,4419800,5,2,0,2010,BL,183.66586172,248.771916866117
2604,Saratoga Street,5838000,5,2,0,2012,BLSL,214.238408988,289.836584092746
2605, ,0,0, ,0,2012,SLM,0,
2606, ,0,0, ,0,2012,SLM,0,
2607, ,0,0, ,0,2012,SLM,0,
2608, ,0,0, ,0,2012,SLM,0,
2609, ,0,0, ,0,2012,SLM,0,
2610,Stuart Street,0,0, ,1,2020,SBL,113.210917249,152.968879909223
2611,Stuart Street,0,0, ,1,2020,SBL,113.334851738,153.136434426513
2612,Stuart Street,0,0, ,1,2017,BL,66.6366160648,90.0419032824632
2613,Stuart Street,0,0, ,1,2017,SBL,67.0244146472,90.5760629953453
2614,Albany Street,0,5,2,1,2012,SLM,103.144066933,139.579210784906
2615,Albany Street,0,5,2,1,2012,SLM,103.894105478,140.597616011502
2616,Dartmouth Street,5874800,5,2,0,2011,SLM,113.119362172,153.323549357579
2617,Causeway Street,5287600,5,2,0,2017,SLM,35.7826752015,48.416779619634
2618,Causeway Street,5621300,5,2,0,2017,SBL,41.5715203616,56.2380823672566
2619,Commercial Street,5640700,5,2,0,2017,SBL,17.7639359753,24.0166120095855
2620,Commonwealth Avenue,6227000,3,2,1,2013,BL,150.660411164,203.636266164989
2621,Staniford Street,4438300,3,2,0,2017,SBL,101.269327671,137.349100717464
2622,Staniford Street,5641400,3,2,0,2017,SBL,14.104405357,19.1287297644478
2623,Causeway Street,5287100,5,2,0,2017,SBL,31.1209932119,42.1184783113286
2624,Staniford Street,5641400,3,2,0,2017,SBL,71.0494277912,96.3305432943208
2625,Causeway Street,5287100,5,2,0,2017,SBL,54.2986094244,73.4733677867605
2626,Causeway Street,5287101,5,2,0,2017,SBL,28.0704683605,37.9900608852278
2627,Causeway Street,5287200,5,2,0,2017,SBL,66.6375925403,90.1721502437069
2628,Causeway Street,46183400,5,2,0,2017,SBL,37.2960032166,50.554612318211
2629,Staniford Street,5641500,3,2,0,2017,SBL,121.242858033,164.436170825857
2630,Causeway Street,5819100,5,2,0,2017,SBL,22.5821374309,30.5508120350923
2631,Staniford Street,5641400,3,2,0,2017,SBL,14.0600034053,19.0630041005514
2632,Truman Highway,6231900,5,3,0,2010,BL,361.814170394,489.759038518306
2633,Truman Highway,6233200,5,3,0,2018,BFBL,243.892814759,329.864561791062
2634,Old Trail Road,5778500,5,2,0,0,SUP,19.2896141638,26.0883417100691
2635,Border Street,5580500,5,2,0,2017,BL,58.3350065005,79.1200483985998
2636,Stuart Street,5508100,3,2,1,2020,SBL,65.8676999916,89.0141379526605
2637,Stuart Street,5508100,3,2,1,2020,SLM,66.9647508455,90.4966758407381
2638,University Of Massachusetts Access Road,6256600,0,B,0,2019,BL,145.003044003,195.894007852028
2639,Summer Street,5750400,3,2,1,2022,BL,100.60837883,136.168691099386
2640,Dorchester Avenue,0,0,2,0,2020,SBL,63.8818611458,86.6141392444343
2641,Staniford,0,0,2,1,2017,BL,41.1586634585,55.8167681575302
2642,Lomasney Way,46183700,3,2,1,2017,BL,20.1755797051,27.3444701035507
2643,Staniford,0,0,2,1,2017,BL,22.5492405029,30.4871711195574
2644,Pierpoint Road,5331000,0,2,0, ,SUP,105.81016704,143.273394586092
2645,Pierpoint Road,5331000,0,2,0, ,SUP,70.0135894629,94.8758677838652
2646,Pier Point Road,0,0, ,0, ,SUP,87.5717971288,118.481801599479
2647, ,6073500,0,2,0, ,SUP,225.615375462,305.346569828206
2648,Charles River Locks,0,0,3,0, ,WALK,211.091909897,285.98574246346
2649,Fiedler Shared-Use Bridge,0,0,3,0, ,WALK,207.018139203,279.810716687067
2650,Dartmouth Street Shared-Use Bridge,0,0,3,0, ,WALK,136.480367258,184.647449968159
2651,Draw Seven Path,0,0,M,0,2021,SUP,358.685269501,486.33249128907
2652,Arnold Arboretum Trails,0,0,2,0, ,SUP,607.918365305,821.157521363506
2653, ,0,0,3,0, ,SUP,17.8832988447,24.2281206115898
2654,Silber Way Shared-Use Bridge,0,0, ,0, ,WALK,121.027589862,163.693428937858
2655,Arnold Arboretum Trails,0,0,2,0, ,SUP,314.558727773,425.30266118633
2656,Emerald Necklace Trail,0,0,2,0, ,SUP,2422.0758938,3279.31138877082
2657,East Boundary Path,0,0,3,0, ,SUP,1253.10024272,1695.13660810225
2658,Neponset River Trail,0,0,3,0, ,SUP,287.055788509,387.974940678926
2659,Tenean Beach Path,0,0,3,0, ,SUP,410.788615518,556.101670816449
2660, ,0,0,3,0, ,SUP,894.771153609,1209.82852123565
2661,Boston Harborwalk,0,0, ,0, ,SUPM,1349.87406494,1825.74980332218
2662,Southwest Corridor,0,0,3,0, ,SUPM,914.173431256,1237.30664294866
2663,Southwest Corridor,0,0,3,0, ,SUP,4363.36582158,5908.79226127252
2664,Stony Brook Path,0,0,3,0, ,SUP,1356.25493574,1834.15209377298
2665,Gavin Path,0,0,3,0, ,SUP,436.4750527,590.043723801943
2666,Rooney Rock Path,0,0,3,0, ,SUP,1234.69388365,1668.66377470683
2667,Millenium Park Path,0,0,2,0, ,SUPM,2239.05514231,3025.89519549011
2668,Arnold Arboretum Trails,0,0,2,0, ,SUP,1591.23893786,2152.06863071923
2669,Emerald Necklace Trail,0,0,2,0, ,SUPM,530.779428769,718.158950237746
2670,Blossom Street Shared-Use Bridge,0,0,3,0, ,WALK,184.152820142,249.469259139056
2671, ,0,0,3,0, ,SUP,1040.62319981,1408.12476327795
2672,Blackwell Path,0,0,2,0, ,SUPN,613.089220728,828.873949284039
2673,Neponset River Trail,0,0,3,0, ,SUP,477.208926309,645.019993829166
2674,Neponset River Trail,0,0,3,0, ,SUP,150.039411189,202.626054748435
2675,Neponset River Trail,0,0,3,0, ,SUP,374.270510594,505.801566150704
2676,Neponset River Trail,0,0,3,0, ,SUP,33.902794056,45.8368003898229
2677,Neponset River Trail,0,0,3,0, ,SUP,316.821933069,428.425433177598
2678,Neponset River Trail,0,0,3,0, ,SUP,629.879529138,851.453235646359
2679,Charles River Bike Path,0,0,3,0, ,SUP,2138.52293906,2895.03432993472
2680,Emerald Necklace Trail,0,0, ,0, ,SUPN,1014.29506257,1372.55772171939
2681,East Boston Greenway,0,0,2,0, ,SUP,7.92792328029,10.7406740998777
2682,Fenway-Yawkey Multi-Use Path,0,0,M,0,2021,SUP,112.51938873,152.216173738493
2683,Miller's Creek Path,0,0,3,0, ,SUP,381.548095556,516.904867037705
2684,Boston Harborwalk,0,0, ,0,2020,SUPM,233.38844472,315.801376950244
2685,East Boston Greenway,0,0,2,0, ,SUP,11.9348600222,16.1524901449368
2686,East Boston Greenway,0,0,2,0, ,SUP,10.2043814779,13.823454845603
2687,East Boston Greenway,0,0,2,0, ,SUP,386.936948803,523.847648281021
2688,East Boston Greenway,0,0,2,0, ,SUP,152.640957452,206.836453958549
2689,East Boston Greenway,0,0,2,0, ,SUP,66.3822581421,90.036205898608
2690,East Boston Greenway,0,0,2,0, ,SUP,9.81688569325,13.3022440992371
2691,East Boston Greenway,0,0,2,0, ,SUP,91.1073032756,123.448856356933
2692,East Boston Greenway,0,0,2,0, ,SUP,9.85196106982,13.349757263724
2693,Southbay Harbor Trail,0,0,H,0, ,SUP,440.186372878,595.57952725795
2694, ,0,0,H,0, ,SUPM,114.624588495,155.179077180241
2695,Nashua Street Park Path,0,0,3,0, ,SUP,284.162701698,384.488295000341
2696,Neponset River Trail,0,0,3,0, ,SUP,209.004582416,282.752505437022
2697, ,0,0,2,0, ,SUPM,965.473847018,1307.68312090554
2698,South Street Path,0,0,M,0, ,WALK,115.985700883,156.799892390115
2699,Tenean Beach Path,0,0,3,0, ,SUP,51.2056166197,69.2410618000821
2700,Fiedler Shared-Use Bridge to Beacon St Connector,0,0,3,0, ,SUP,57.7816467021,78.2498491342956
2701,Fairfield Street Shared-Use Bridge,0,0, ,0, ,WALK,160.037062826,216.465514256396
2702,Emerald Necklace Trail,0,0,2,0, ,SUPN,989.901027754,1340.23148554908
2703,Emerald Necklace Trail,0,0,2,0, ,SUP,20.308617527,27.4871537409742
2704,Emerald Necklace Trail,0,0,2,0, ,SUPM,88.7145096328,119.884932201378
2705,Emerald Necklace Trail,0,0,2,0, ,SUPM,199.484980274,269.602160188956
2706,Emerald Necklace Trail,0,0,2,0, ,SUPM,27.6274093894,37.3864183312011
2707,Truman Highway Sidepath,0,0,3,0, ,SUP,1019.37105568,1379.25744277952
2708, ,0,0,2,0, ,SUP,353.322002564,477.76765529462
2709, ,0,0,5,0, ,SUPM,364.550212691,493.107316811543
2710, ,0,0,2,0, ,SUPM,292.14065832,395.423908069454
2711,Barry Playground Path,0,0,2,0, ,SUP,377.074081696,510.398127858672
2712,MassPike Bike-Ped Bridge,0,0,1,0, ,SUP,180.481532061,244.326186565812
2713,Boston Bike Pike,0,0,1,0, ,SUP,91.2569494353,123.461486017721
2714, ,0,0, ,0, ,SUPM,51.9483811375,70.3405338772448
2715, ,0,0, ,0, ,SUPM,501.040327643,678.189204002405
2716,Albany Street Connector,0,0,1,0, ,SUP,721.677016405,978.309505080894
2717,Charles River Bike Path,0,0,3,0, ,SUP,430.654708242,582.455112902648
2718,Moss Bank Path,0,0, ,0, ,SUP,223.81434673,302.589240044052
2719, ,0,0,H,0, ,SUPM,265.741067818,360.114872605987
2720, ,0,0,H,0, ,SUPM,52.1940521997,70.5141716826913
2721, ,0,0,H,0, ,SUPM,46.3948655959,62.7102156486017
2722, ,0,0,H,0, ,SUPM,80.9683079564,109.40456355959
2723,Boston Harborwalk,0,0,3,0, ,SUP,759.727800975,1026.63153095702
2724,South Bay Harbor Trail,0,0,1,0, ,SUP,159.507885283,216.0466637007
2725,Ellis Memorial Childrens Park Path,0,0, ,0, ,SUPM,88.0022367906,118.955297027963
2726,Stony Brook Reservation Trail,0,0,3,0, ,SUP,38.8173383156,52.4442750504938
2727, ,0,0,3,1,2018,SBL,110.143768559,148.722245182938
